"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs73343315"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs62391527"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs17154671"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs71586101"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs67308532"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs61701536"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs36077292"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs7737256"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs7719675"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs7719712"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs17154676"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs34496788"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs35617751"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs73343333"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs113394196"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs202235158"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs62391531"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs56227108"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs144971085"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs34275373"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs56397023"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs62391533"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs13171814"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs35109136"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs13177576"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs7709981"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs13182402"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"1"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs56738803"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs13188450"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"1"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs7730933"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs60985970"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs35115612"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs17165056"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.844054193759012"	"0.944067796610169"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs6861395"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.894652833200319"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs900641"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.947030497592295"	"1"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs34450389"	"Osteoporosis"	"rs13182402"	"chr5:125918148"	"A=0.894, G=0.106"	"0.844054193759012"	"0.944067796610169"	"0.05"	"2.25"	"1.72-2.94"	2e-09
"rs35900849"	"Waist-hip ratio"	"rs4395620"	"chr5:106328326"	"C=0.48, T=0.52"	"0.940336349153867"	"0.979566563467492"	"0.5756"	"0.0106"	"0.0071-0.0141"	4e-09
"rs11954538"	"Waist-hip ratio"	"rs4395620"	"chr5:106328326"	"C=0.48, T=0.52"	"0.940336349153867"	"0.979566563467492"	"0.5756"	"0.0106"	"0.0071-0.0141"	4e-09
"rs11952311"	"Waist-hip ratio"	"rs4395620"	"chr5:106328326"	"C=0.48, T=0.52"	"0.940336349153867"	"0.979566563467492"	"0.5756"	"0.0106"	"0.0071-0.0141"	4e-09
"rs41458244"	"Resting heart rate"	"rs6893300"	"chr5:179135815"	"A=0.313, C=0.687"	"0.909549497383812"	"0.976167549350024"	"0.718343"	NA	NA	9e-09
"rs41458244"	"Resting heart rate"	"rs17617068"	"chr5:179168097"	"C=0.313, T=0.687"	"0.909549497383812"	"0.976167549350024"	"0.71853"	NA	NA	1e-08
"rs1025473"	"Rheumatic fever"	"rs2400200"	"chr5:145126167"	"A=0.859, G=0.141"	"0.83743842364532"	"1"	"NR"	"0.3157"	"0.17-0.46"	6e-06
