"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs7216187"	"Red cell distribution width"	"rs72825751"	"chr17:30426277"	"A=0.187, G=0.813"	"0.871466285053515"	"0.933523585697499"	"NR"	NA	NA	8e-16
"rs7216187"	"Red cell distribution width"	"rs7212062"	"chr17:30429814"	"A=0.813, G=0.187"	"0.871466285053515"	"0.933523585697499"	"0.185718"	"0.023931516"	"0.018-0.03"	6e-17
"rs1006556"	"Intraocular pressure"	"rs2228100"	"chr17:19642952"	"C=0.268, G=0.732"	"0.85026184682324"	"0.972132301196341"	"0.7719"	"0.101"	"0.068-0.134"	9e-10
"rs1006556"	"Intraocular pressure"	"rs2072327"	"chr17:19651482"	"G=0.258, T=0.742"	"0.846528612814801"	"0.945022907122033"	"0.7728"	"0.103"	"0.07-0.136"	5e-10
"rs2228100"	"Intraocular pressure"	"rs2228100"	"chr17:19642952"	"C=0.268, G=0.732"	"1"	"1"	"0.7719"	"0.101"	"0.068-0.134"	9e-10
"rs2228100"	"Intraocular pressure"	"rs2072327"	"chr17:19651482"	"G=0.258, T=0.742"	"0.94917212167886"	"1"	"0.7728"	"0.103"	"0.07-0.136"	5e-10
"rs2072327"	"Intraocular pressure"	"rs2228100"	"chr17:19642952"	"C=0.268, G=0.732"	"0.94917212167886"	"1"	"0.7719"	"0.101"	"0.068-0.134"	9e-10
"rs2072327"	"Intraocular pressure"	"rs2072327"	"chr17:19651482"	"G=0.258, T=0.742"	"1"	"1"	"0.7728"	"0.103"	"0.07-0.136"	5e-10
"rs4646785"	"Intraocular pressure"	"rs2228100"	"chr17:19642952"	"C=0.268, G=0.732"	"0.851555666625016"	"1"	"0.7719"	"0.101"	"0.068-0.134"	9e-10
"rs4646785"	"Intraocular pressure"	"rs2072327"	"chr17:19651482"	"G=0.258, T=0.742"	"0.897156213478769"	"1"	"0.7728"	"0.103"	"0.07-0.136"	5e-10
"rs12949049"	"Intraocular pressure"	"rs2228100"	"chr17:19642952"	"C=0.268, G=0.732"	"0.974411992762988"	"1"	"0.7719"	"0.101"	"0.068-0.134"	9e-10
"rs12949049"	"Intraocular pressure"	"rs2072327"	"chr17:19651482"	"G=0.258, T=0.742"	"0.974097331240188"	"1"	"0.7728"	"0.103"	"0.07-0.136"	5e-10
"rs2245724"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2440161"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.871666071834139"	"0.946122448979592"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs12949521"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs1025904"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4598966"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs1806922"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs11650399"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.871666071834139"	"0.946122448979592"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2891952"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs9909440"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs7223468"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs8064748"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs8073053"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs34368630"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2072333"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4646797"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4646798"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs1800869"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4646803"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs35797108"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
