"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs2251396"	"Type 1 diabetes and autoimmune thyroid diseases"	"rs2251396"	"chr6:31364707"	"A=0.328, G=0.672"	"1"	"1"	"NR"	"2.2132"	NA	1e-22
"rs11970705"	"Verbal memory performance (residualized delayed recall level)"	"rs9380152"	"chr6:11234035"	"C=0.864, T=0.136"	"0.920145190562613"	"1"	"NR"	NA	NA	3e-06
"rs60830931"	"Liver enzyme levels"	"rs9467160"	"chr6:24441746"	"A=0.242, G=0.758"	"0.848409510010537"	"0.971746575342466"	"0.24"	"0.03"	"0.024-0.044/"	1e-11
"rs10946701"	"Liver enzyme levels"	"rs9467160"	"chr6:24441746"	"A=0.242, G=0.758"	"0.848409510010537"	"0.971746575342466"	"0.24"	"0.03"	"0.024-0.044/"	1e-11
"rs9467171"	"Liver enzyme levels"	"rs9467160"	"chr6:24441746"	"A=0.242, G=0.758"	"0.848409510010537"	"0.971746575342466"	"0.24"	"0.03"	"0.024-0.044/"	1e-11
"rs9467172"	"Liver enzyme levels"	"rs9467160"	"chr6:24441746"	"A=0.242, G=0.758"	"0.848409510010537"	"0.971746575342466"	"0.24"	"0.03"	"0.024-0.044/"	1e-11
"rs7766620"	"Liver enzyme levels"	"rs9467160"	"chr6:24441746"	"A=0.242, G=0.758"	"0.848409510010537"	"0.971746575342466"	"0.24"	"0.03"	"0.024-0.044/"	1e-11
"rs62400468"	"Serum alkaline phosphatase levels"	"rs9467148"	"chr6:24436002"	"A=0.232, G=0.768"	"0.816981671110537"	"0.942223519112927"	"0.27"	"0.05"	"0.04-0.06"	2e-29
"rs3846833"	"Serum alkaline phosphatase levels"	"rs9467148"	"chr6:24436002"	"A=0.232, G=0.768"	"0.816981671110537"	"0.942223519112927"	"0.27"	"0.05"	"0.04-0.06"	2e-29
"rs11433455"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.979939209726444"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2817244"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.891809908998989"	"0.976744186046512"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2244216"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.891809908998989"	"0.976744186046512"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs35276216"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.891809908998989"	"0.976744186046512"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2817246"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.891809908998989"	"0.976744186046512"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2817257"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.891809908998989"	"0.976744186046512"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs760903"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.891809908998989"	"0.976744186046512"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2760154"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.912881505147254"	"0.97709128774731"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2817205"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760152"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"1"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760151"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760150"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760149"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760148"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760147"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"1"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760145"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs34977894"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs35765642"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760144"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.912881505147254"	"0.97709128774731"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2760143"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2817207"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.934277505044174"	"0.977428180574555"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
"rs2253794"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs760905"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs760906"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs760907"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs5874986"	"Eosinophil counts"	"rs2760139"	"chr6:24481299"	"A=0.53, C=0.47"	"0.833613445378151"	"1"	"0.29"	"0.1162"	NA	3e-07
"rs2760141"	"Liver enzyme levels (alkaline phosphatase)"	"rs1883415"	"chr6:24491475"	"A=0.652, C=0.348"	"0.912881505147254"	"0.97709128774731"	"0.33"	"3.1"	"2.50-3.70%"	6e-26
