"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs2618601"	"Eosinophil counts"	"rs2618601"	"chr20:17801813"	"A=0.116, G=0.884"	"1"	"1"	"NR"	NA	NA	1e-09
"rs2224274"	"General cognitive ability"	"rs6074798"	"chr20:14761710"	"A=0.47, G=0.53"	"1"	"1"	"NR"	"6.532"	"-"	6e-11
"rs2224274"	"Autism spectrum disorder (MTAG)"	"rs71190156"	"chr20:14836243"	"-=0.5, TTTTTTT=0.5"	"0.811162314388121"	"0.956989247311828"	NA	NA	NA	3e-08
"rs2224274"	"Autism spectrum disorder"	"rs71190156"	"chr20:14836243"	"-=0.5, TTTTTTT=0.5"	"0.811162314388121"	"0.956989247311828"	NA	NA	NA	3e-08
"rs2224274"	"Autism spectrum disorder"	"rs71190156"	"chr20:14836243"	"-=0.5, TTTTTTT=0.5"	"0.811162314388121"	"0.956989247311828"	"0.519"	"1.0741138"	NA	4e-08
"rs6074798"	"General cognitive ability"	"rs6074798"	"chr20:14761710"	"A=0.47, G=0.53"	"1"	"1"	"NR"	"6.532"	"-"	6e-11
"rs6074798"	"Autism spectrum disorder (MTAG)"	"rs71190156"	"chr20:14836243"	"-=0.5, TTTTTTT=0.5"	"0.811162314388121"	"0.956989247311828"	NA	NA	NA	3e-08
"rs6074798"	"Autism spectrum disorder"	"rs71190156"	"chr20:14836243"	"-=0.5, TTTTTTT=0.5"	"0.811162314388121"	"0.956989247311828"	NA	NA	NA	3e-08
"rs6074798"	"Autism spectrum disorder"	"rs71190156"	"chr20:14836243"	"-=0.5, TTTTTTT=0.5"	"0.811162314388121"	"0.956989247311828"	"0.519"	"1.0741138"	NA	4e-08
"rs60029182"	"Waist circumference adjusted for body mass index"	"rs75582158"	"chr12:114720538"	"C=0.126, T=0.874"	"1"	"1"	"NR"	NA	NA	2e-08
"rs2245724"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2440161"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.871666071834139"	"0.946122448979592"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs11650399"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.871666071834139"	"0.946122448979592"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2891952"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs8064748"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs8073053"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs34368630"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2072333"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4646797"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4646798"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs1800869"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs4646803"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs35797108"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs1034896"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2072331"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs71369434"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs7503517"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs12937179"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs2386144"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs12603959"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs11653348"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs34943952"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs9797254"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs12602112"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs8068713"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs8080672"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs111481197"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs35852749"	"Mean platelet volume"	"rs201766101"	"chr17:19543434"	"C=0.742, G=0.258"	"0.922352941176471"	"1"	"0.730798"	"0.01518085"	"0.01-0.02"	3e-09
"rs9910370"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.832759623185894"	"0.976014536644458"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs9910370"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.832759623185894"	"0.976014536644458"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs2010728"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.832759623185894"	"0.976014536644458"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs2010728"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.832759623185894"	"0.976014536644458"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs11204411"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.855263157894737"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs11204411"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.855263157894737"	"1"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs11204412"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.855263157894737"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs11204412"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.855263157894737"	"1"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs7209418"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.874192523562427"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs7209418"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.874192523562427"	"1"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs12945122"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.874192523562427"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs12945122"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.874192523562427"	"1"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs8077368"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.874192523562427"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs8077368"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.874192523562427"	"1"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs7222877"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.874192523562427"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
"rs7222877"	"Blood protein levels"	"rs887241"	"chr17:19645938"	"A=0.328, C=0.672"	"0.874192523562427"	"1"	"0.662"	"0.24"	"0.18-0.3"	8e-21
"rs11204413"	"Blood protein levels"	"rs2108967"	"chr17:19638153"	"A=0.328, G=0.672"	"0.874192523562427"	"1"	"0.685"	"0.19320242"	"0.14-0.24"	1e-13
